epoch,train_acc,test_acc,test_asr,best_acc,best_asr
47,99.77999877929688,84.45999908447266,100.0,84.45999908447266,100.0
48,99.8239974975586,83.91999816894531,100.0,84.45999908447266,100.0
49,99.73399353027344,83.7300033569336,100.0,84.45999908447266,100.0
50,98.79999542236328,79.37999725341797,100.0,84.45999908447266,100.0
51,97.81400299072266,79.52999877929688,100.0,84.45999908447266,100.0
52,98.7199935913086,82.54999542236328,100.0,84.45999908447266,100.0
53,99.63800048828125,84.19000244140625,99.98999786376953,84.45999908447266,100.0
54,99.84600067138672,84.66999816894531,99.98999786376953,84.66999816894531,99.98999786376953
55,99.697998046875,84.86000061035156,100.0,84.86000061035156,100.0
56,99.94200134277344,85.23999786376953,100.0,85.23999786376953,100.0
57,99.9939956665039,85.99999237060547,100.0,85.99999237060547,100.0
58,100.0,86.19999694824219,100.0,86.19999694824219,100.0
59,100.0,86.1399917602539,100.0,86.19999694824219,100.0
60,100.0,86.29999542236328,100.0,86.29999542236328,100.0
61,100.0,86.2699966430664,100.0,86.29999542236328,100.0
62,100.0,86.14999389648438,100.0,86.29999542236328,100.0
63,100.0,86.32999420166016,100.0,86.32999420166016,100.0
64,100.0,86.33999633789062,100.0,86.33999633789062,100.0
65,100.0,86.53999328613281,100.0,86.53999328613281,100.0
66,100.0,86.48999786376953,100.0,86.53999328613281,100.0
67,100.0,86.3699951171875,100.0,86.53999328613281,100.0
68,100.0,86.47999572753906,100.0,86.53999328613281,100.0
69,100.0,86.50999450683594,100.0,86.53999328613281,100.0
70,100.0,86.60999298095703,100.0,86.60999298095703,100.0
71,100.0,86.58999633789062,100.0,86.60999298095703,100.0
72,100.0,86.55999755859375,100.0,86.60999298095703,100.0
73,97.9159927368164,74.32999420166016,99.88999938964844,86.60999298095703,100.0
74,93.75799560546875,76.55000305175781,99.97999572753906,86.60999298095703,100.0
75,97.10800170898438,80.56999969482422,99.98999786376953,86.60999298095703,100.0
76,97.33000183105469,81.13999938964844,100.0,86.60999298095703,100.0
77,98.35999298095703,82.20999908447266,100.0,86.60999298095703,100.0
78,97.90399932861328,81.38999938964844,100.0,86.60999298095703,100.0
79,99.00399780273438,81.83000183105469,100.0,86.60999298095703,100.0
80,98.8699951171875,83.19000244140625,99.97999572753906,86.60999298095703,100.0
81,99.51599884033203,84.69000244140625,99.94999694824219,86.60999298095703,100.0
82,99.86799621582031,85.08999633789062,100.0,86.60999298095703,100.0
83,99.91200256347656,84.56999969482422,99.98999786376953,86.60999298095703,100.0
84,99.91999816894531,85.25999450683594,100.0,86.60999298095703,100.0
85,99.9959945678711,85.85999298095703,100.0,86.60999298095703,100.0
86,99.9939956665039,85.98999786376953,100.0,86.60999298095703,100.0
87,99.98999786376953,85.99999237060547,100.0,86.60999298095703,100.0
88,100.0,86.20999908447266,100.0,86.60999298095703,100.0
89,99.99800109863281,86.57999420166016,100.0,86.60999298095703,100.0
90,100.0,86.42999267578125,100.0,86.60999298095703,100.0
91,100.0,86.43999481201172,100.0,86.60999298095703,100.0
92,100.0,86.3699951171875,100.0,86.60999298095703,100.0
93,100.0,86.62999725341797,100.0,86.62999725341797,100.0
94,100.0,86.53999328613281,100.0,86.62999725341797,100.0
95,100.0,86.79999542236328,100.0,86.79999542236328,100.0
96,100.0,86.5999984741211,100.0,86.79999542236328,100.0
97,100.0,86.48999786376953,100.0,86.79999542236328,100.0
98,100.0,86.52999877929688,100.0,86.79999542236328,100.0
99,100.0,86.7199935913086,100.0,86.79999542236328,100.0
100,100.0,86.50999450683594,100.0,86.79999542236328,100.0
